Date,TEMP,HUMI,RAIN,WIND,AIRP,SOLA,SUNH
2016/3/16,14.8,90,1.2,14.6,1015,2.97,0
2016/3/17,16.2,96,1,19,1014.3,4.4,0
2016/3/18,19.6,96,0.1,5.4,1012,4.8,0.1
2016/3/19,22.5,93,0.1,2.7,1013,9.35,1.5
2016/3/20,18.5,90,0,18.7,1014.7,4.65,0
2016/3/21,16.6,95,58.3,18,1014.8,3.68,0.1
2016/3/22,16.1,97,1.3,18.2,1013.4,2.44,0
2016/3/23,18.1,97,8.8,11,1012.8,3.9,0.6
2016/3/24,14.8,94,34.2,9,1020.2,1.51,0
2016/3/25,13.4,68,1.1,6.2,1023.9,7.06,0.2
2016/3/26,15.4,61,0,7.1,1023.6,25.62,11.1
2016/3/27,16.7,54,0,5.6,1024.1,24.95,11.1
2016/3/28,16.2,59,0,9.3,1024.1,17.91,5.6
2016/3/29,17.6,53,0,9,1021.4,11.71,2.4
2016/3/30,19.9,78,0,6.9,1018.3,10.16,2.4
2016/3/31,20.9,86,0,3.3,1015.3,16.57,6.1
2016/4/1,21.5,86,0,5.4,1014.5,13.21,3.6
2016/4/2,21,90,0,8.5,1015.6,9.82,1.5
2016/4/3,22.6,88,0,3.8,1014.6,13.05,2.3
2016/4/4,23.2,88,5.3,3.6,1012.5,11.74,2.2
2016/4/5,21.9,91,0,9.4,1013.3,10.65,1
2016/4/6,22.9,91,0,10.3,1013.3,18.81,6.9
2016/4/7,23.5,91,0,7.8,1013.2,12.34,1.8
2016/4/8,25,87,0,4.7,1013.3,12.66,2.5
2016/4/9,25.3,86,0,6.4,1011.6,8.31,1.2
2016/4/10,22.8,91,26.7,9,1009.2,2.73,0
2016/4/11,21.1,90,0.6,12.4,1010.1,4.26,0
2016/4/12,19.8,94,10.6,13.5,1009.1,2.69,0
2016/4/13,21.5,98,81.6,4.9,1005.5,0.97,0
2016/4/14,22.8,99,1,5.8,1008.5,1.5,0
2016/4/15,20.6,98,3.3,16.4,1011.4,1.86,0
2016/4/16,24.4,90,0,7,1010.5,12.61,3.5
2016/4/17,25.8,90,0,7.3,1010.9,9.14,1.1
2016/4/18,22.9,85,23.2,6.7,1014.4,8.85,1.2
2016/4/19,19.8,86,0,16.5,1017.4,4.36,0
2016/4/20,21.2,88,0,13,1014.6,9.26,0.2
2016/4/21,24.2,87,0,3.3,1012.5,17.75,4.8
2016/4/22,23.2,91,11,3.5,1010.7,7.96,1
2016/4/23,24.4,89,2.7,5.1,1008.2,7.59,0.3
2016/4/24,24.1,92,37.8,2.4,1008.7,6.85,1.4
2016/4/25,25.7,91,15.9,4.6,1009.8,12.33,3.1
2016/4/26,26.9,86,0.1,9.4,1009.5,9.17,1.3
2016/4/27,26.5,85,0,6.3,1008.2,13.29,3.6
2016/4/28,25.8,81,8.8,5.3,1010.4,12.34,4.6
2016/4/29,23.5,74,0,13.1,1013.9,18.27,6
2016/4/30,21.8,79,1.9,15.4,1012.2,7.39,0.3
2016/5/1,22,91,3.8,14.3,1011.5,12.76,0.5
2016/5/2,25.1,90,0,9.3,1011,12.24,2
2016/5/3,26.1,86,23.7,5.4,1011.4,14.16,3.1
2016/5/4,25.7,86,0.2,6.7,1011.4,13.32,2.7
2016/5/5,27.7,84,0,6.8,1010.5,13.21,2
2016/5/6,28.1,83,0,7.8,1009.9,14.04,2.9
2016/5/7,28.3,81,0,7.5,1010.6,16.31,4.7
2016/5/8,28.3,82,0,6.8,1011.4,16.11,3.8
2016/5/9,28.4,80,0,7.8,1010.1,14.85,3.9
2016/5/10,26.1,87,66.7,5.5,1008.1,2.74,0.3
2016/5/11,25.1,72,0,9.3,1008.6,23.96,8.8
2016/5/12,24.6,80,0,12.8,1009.8,19.2,5
2016/5/13,25.1,81,0,12.4,1012.4,13.35,1.2
2016/5/14,25,88,6.5,12.3,1014.2,9.13,2.8
2016/5/15,26.4,83,0.8,7.6,1012.1,21.85,7.7
2016/5/16,24.5,69,0.2,9.4,1011.2,18.54,7.2
2016/5/17,23,80,1.2,14,1012.3,8.48,0.3
2016/5/18,24,74,0,14.6,1012,19.7,4.8
2016/5/19,25,84,0,12,1009.9,17.86,3.5
2016/5/20,24.8,94,16,10.3,1006.9,4.28,0.1
2016/5/21,26.1,89,34,7.2,1005.9,8.71,1.9
2016/5/22,26.8,76,0,4.5,1007.8,17.33,5.6
2016/5/23,26.9,77,0,3.5,1008.4,15.57,6.4
2016/5/24,27.1,82,0.2,6,1007.9,18.81,7.6
2016/5/25,27.7,81,0,10.5,1007.8,23.44,8.8
2016/5/26,27,86,0,12.6,1007.6,10.39,1.8
2016/5/27,27.1,89,15,14,1006.4,10.73,1.2
2016/5/28,27.3,89,65.7,9.8,1007.6,6.53,1.2
2016/5/29,28.8,86,0.2,6.4,1007.9,14.33,3.6
2016/5/30,29.5,82,0.5,7.5,1008.8,25.14,9.8
2016/5/31,29.7,79,0,7.7,1009.5,21.04,7
2016/6/1,29.6,82,0,8.8,1007.8,22.64,7.2
2016/6/2,30.1,80,0,9.3,1006,26.77,10
2016/6/3,30,81,0,9.3,1006.5,18.63,5.2
2016/6/4,28.3,84,12.8,8.3,1007.9,18.07,5.5
2016/6/5,26.5,85,9.5,5.3,1008.8,11.06,0.7
2016/6/6,25.7,93,106.7,4.6,1008.8,6.94,2.2
2016/6/7,28,85,0,4.8,1008.1,17.09,5.7
2016/6/8,26.7,88,46.4,7,1006.3,15.13,3.1
2016/6/9,28,86,0,7.7,1005.7,20.19,6.5
2016/6/10,27.8,87,7.3,6.2,1005.7,15.16,4.5
2016/6/11,26.1,94,79.7,5.9,1005.9,1.88,0
2016/6/12,26.6,93,28.3,6.4,1005.7,1.74,0
2016/6/13,29.2,86,0.3,7.4,1005,11.78,1.3
2016/6/14,29.8,82,0,8.1,1004.2,15.91,2.4
2016/6/15,29.7,81,1.9,11.2,1005.3,11.69,1.6
2016/6/16,29,83,4.4,7.2,1006.7,12.59,1.6
2016/6/17,29,82,3.9,6.8,1008.2,19.66,7.2
2016/6/18,28.7,84,7.8,6.3,1010.5,9.65,2.3
2016/6/19,29.7,79,0.1,8.4,1010.3,28.18,12
2016/6/20,30.2,78,0,6.7,1008.5,24.71,9.1
2016/6/21,30.1,76,0,6.1,1009.3,23.49,10
2016/6/22,29.7,76,0,8.2,1009.5,23.86,9.3
2016/6/23,29.8,73,0,8.3,1008.4,27.73,11.4
2016/6/24,30.3,72,0,5.9,1008.1,27.24,11.2
2016/6/25,30.6,75,0,6.8,1008.9,25.31,10.6
2016/6/26,30.7,75,0,7,1009.1,24.23,9.9
2016/6/27,30.4,78,0,8.8,1007.5,24.14,8.6
2016/6/28,28.4,87,33.6,9.5,1007.5,14.76,4.2
2016/6/29,28.7,87,22.7,8.6,1010,16.3,3.9
2016/6/30,29.4,81,1.5,9.1,1010.3,17.97,6.3
2016/7/1,29.3,81,8.9,8.3,1008.9,17.72,5.3
2016/7/2,28.8,83,17.7,7,1009.1,14.02,2.7
2016/7/3,28.7,83,2.6,7.7,1008.7,11.12,1.8
2016/7/4,29.5,79,5.1,12.5,1006.6,20.99,6.8
2016/7/5,28.4,86,20.9,10.5,1007.5,18.68,5.4
2016/7/6,27.1,90,30.3,6.5,1008.4,5.39,0.5
2016/7/7,29.8,76,0,8.2,1005.9,23.57,10.5
2016/7/8,30.8,75,0,8.8,1001,22.57,10.4
2016/7/9,31.1,76,12.7,10.1,999,22.78,10
2016/7/10,28,83,1.6,8.1,1000.3,12.74,2.5
2016/7/11,28.3,86,18.6,7,1002.2,11.26,2.4
2016/7/12,27.5,85,0.5,5.5,1003.8,6.58,0
2016/7/13,28,86,32.8,4.8,1005,11.79,2.2
2016/7/14,28.3,87,9.9,4.1,1006.8,6.14,0.2
2016/7/15,29.7,82,0.3,6.9,1007,19.03,6.2
2016/7/16,30.3,80,0.1,7.5,1008.1,23.85,8.5
2016/7/17,30.2,80,0,9.2,1008.5,23.59,9.2
2016/7/18,30,76,1,8.2,1007.5,24.07,10.1
2016/7/19,29.3,80,7.2,9.2,1007.9,16.7,4.1
2016/7/20,28.7,81,19.4,8.5,1009.8,20.06,6.4
2016/7/21,29.4,76,0.2,7.4,1010.9,24,8.8
2016/7/22,29.5,76,0,7.7,1010.3,27.42,11.4
2016/7/23,29.5,78,0,9.5,1008.9,27.84,11.9
2016/7/24,29.9,73,0,8.3,1008.4,27.72,12.1
2016/7/25,30,74,0,7.8,1008.6,25.08,11
2016/7/26,29,81,2.8,8.7,1008.3,22.06,7.4
2016/7/27,29.8,76,0.1,6.8,1009.3,23.29,10.1
2016/7/28,29.6,75,0,8.4,1009.7,27.42,11.8
2016/7/29,29.9,74,0,10,1008.5,26.61,11.8
2016/7/30,29.7,72,0.1,7.4,1006.6,15.47,6.3
2016/7/31,29.8,72,0.5,7.4,1005.1,24.9,10.4
2016/8/1,29.7,73,4.8,9.3,998.8,9.19,1.9
2016/8/2,26.5,90,113.7,19.1,995.9,7.57,0.9
2016/8/3,26.3,91,16.7,7.5,1006.3,6.95,0.2
2016/8/4,26.5,94,29.2,8.8,1008.7,6.43,0.8
2016/8/5,28.9,83,0,6.3,1008.3,22.66,8.5
2016/8/6,29.6,78,0,8.5,1005,25.59,11.3
2016/8/7,29.8,81,0,7.9,1002.8,23.29,9.7
2016/8/8,30,80,0,7.6,1003,21.84,8.2
2016/8/9,28.7,84,24.1,5.6,1001.8,10.16,4.5
2016/8/10,26.1,92,40.3,5.5,1002.6,4.95,0.8
2016/8/11,26.8,86,34.9,4.8,1003.2,8.3,3.1
2016/8/12,27.7,86,0.2,5.8,1001.3,10.05,0.4
2016/8/13,28.4,84,0,7.9,999.8,22.25,9
2016/8/14,26.8,89,29,9.3,998.3,10.34,0.7
2016/8/15,26.5,90,18.6,5.6,997.4,7.88,0.5
2016/8/16,25.9,94,47.4,6.5,996,3.67,0
2016/8/17,26.2,95,36.4,12.8,993.7,7.86,0.8
2016/8/18,26.6,94,55.2,12.8,996.3,9.67,1.3
2016/8/19,28,89,15.5,9.4,1003,19.58,5.2
2016/8/20,28.8,88,7.2,3.5,1004.7,14.63,4.9
2016/8/21,26.7,88,40.2,5.6,1003.2,14.51,5.2
2016/8/22,28.8,81,0,8.3,1004.7,24.58,10
2016/8/23,29.3,73,0,5.6,1004.8,23.03,10.6
2016/8/24,29.7,73,0,7.5,1003.8,24.02,11
2016/8/25,29.7,77,0,5.9,1004.2,23.68,10.7
2016/8/26,29.7,73,0,7,1004.6,23.84,10.6
2016/8/27,29.3,79,18,4.5,1006.4,15.55,6.2
2016/8/28,27.5,78,14.2,7.3,1006.4,10.05,1.1
2016/8/29,26.2,73,0,8.6,1007.2,6.53,0.9
2016/8/30,27.5,69,0,4,1007.6,16.93,5
2016/8/31,28.1,78,0.1,4,1006.3,17.15,4.5
2016/9/1,27.3,90,60.5,5.6,1003.3,11.43,2.8
2016/9/2,28,89,13.9,6.5,1002,6.83,0.5
2016/9/3,27.8,87,5.1,4.8,1002.7,9.61,1.2
2016/9/4,27.8,84,0,11.2,1005.2,16.03,3.1
2016/9/5,26.7,88,66.3,8.6,1006.1,4.33,0.4
2016/9/6,26.2,91,12.6,3.9,1006.7,6.22,0.7
2016/9/7,26,92,27.3,4.3,1007.5,4,0
2016/9/8,26.7,90,0.4,4.2,1008,7.45,0.2
2016/9/9,26.7,89,15,4.3,1008.4,8.04,1.1
2016/9/10,25.7,94,50.4,3.4,1007.8,3.89,0.1
2016/9/11,27.8,87,7.1,4.5,1008.4,17.95,6.4
2016/9/12,28.3,81,0.1,7.2,1010.2,24.14,10.5
2016/9/13,27.7,83,1.6,7.5,1010.2,16.5,5
2016/9/14,29.6,66,0,6.8,1004.5,21.04,9.7
2016/9/15,29.5,64,0.8,7,1002.9,13.34,4.5
2016/9/16,28.9,67,0,6.8,1004.9,17.21,7.3
2016/9/17,29.3,62,0,8.7,1005.7,17.04,7.3
2016/9/18,28.3,65,0,5.7,1006.9,14.05,5.9
2016/9/19,27.9,71,4.1,8.8,1008,16.66,7.5
2016/9/20,25.3,83,32.8,7.5,1012.1,12.32,3.6
2016/9/21,27.1,72,2.1,10.9,1014.4,22.81,10.4
2016/9/22,26.7,74,0,12,1013.6,13.16,3.8
2016/9/23,27.2,77,0,11.1,1012,18.11,7.3
2016/9/24,27.4,77,0,11.4,1010.5,19.97,7.9
2016/9/25,27.7,79,0,7.3,1009.8,16.37,7.1
2016/9/26,28.2,80,0,8,1007.7,16.77,7.3
2016/9/27,31.2,65,0,7.3,1002.6,19.59,10.2
2016/9/28,30.1,56,0,11.7,999.5,8.6,0.3
2016/9/29,25.9,67,0.9,7.5,1003.9,7.4,1.1
2016/9/30,25,77,0,5.8,1007.7,10.65,2.5
2016/10/1,26.6,86,112.7,5.3,1009.9,16.05,5.8
2016/10/2,27.6,80,0,4.9,1009,11.57,3
2016/10/3,27.2,80,0,8.1,1007.8,8.37,1.2
2016/10/4,27.2,82,0,6.9,1008.1,9.68,4.9
2016/10/5,28,78,1.1,7.2,1008.9,16.61,5.7
2016/10/6,28.3,72,10.5,6.1,1009.1,18.76,8.9
2016/10/7,27.8,74,17.1,7.7,1007.1,11.82,3.8
2016/10/8,28.1,67,0,9.2,1006.8,10.54,2.1
2016/10/9,26,67,0,9.5,1008.9,15.92,4.7
2016/10/10,24.8,66,0,8.5,1010.2,16.51,6.8
2016/10/11,24,76,0,10.3,1010.7,9.51,0.7
2016/10/12,24.1,81,1.4,9.3,1012.5,4.7,0.1
2016/10/13,25.6,75,0,10,1013.5,17.41,6.5
2016/10/14,26.3,73,0,10.3,1013.2,19.58,9
2016/10/15,26.8,69,0,5.7,1012.6,15.64,7
2016/10/16,27.8,66,0,8.7,1010.9,15.66,7.8
2016/10/17,26.3,78,17.9,12.4,1009.1,7.73,2.2
2016/10/18,24.6,95,183.6,19.3,1008.1,2.07,0
2016/10/19,24.9,96,243.7,12.3,1008.7,2.27,0.1
2016/10/20,27.4,79,0.1,6.8,1004.6,14.48,7.4
2016/10/21,25.8,86,78.2,18,997.1,0.8,0
2016/10/22,26.9,86,1,6.6,1007.8,12.47,5
2016/10/23,26.7,89,0,5.4,1010,10.47,2.8
2016/10/24,27,88,0,8.3,1011.3,12.9,4.1
2016/10/25,27,86,0,10.1,1013.3,20,9.2
2016/10/26,26.9,83,0,7.2,1015.6,17.55,8.5
2016/10/27,27.4,78,0,5,1016,19.82,9.8
2016/10/28,27.8,74,0,4.2,1014.9,20.33,10.3
2016/10/29,26.2,77,1,9,1017.2,11.38,3.7
2016/10/30,23.7,71,0,10.1,1019.8,12.46,3.6
2016/10/31,25.3,66,0,8,1019.1,17.24,7.9
2016/11/1,23.3,66,0,11,1019.7,10.62,5.2
2016/11/2,22.1,65,0,11.3,1020.3,16.4,7.2
2016/11/3,21.1,62,0,9.4,1019.3,16.4,7.5
2016/11/4,21.9,66,0,4.3,1015.2,18.8,10.3
2016/11/5,23.2,78,0,5.2,1013,17.66,7.5
2016/11/6,23.5,79,0,6.7,1015.1,15.7,8
2016/11/7,24.8,81,0,7.4,1016.6,17.95,10.1
2016/11/8,24.2,78,3.6,5.5,1017.4,8.79,3.7
2016/11/9,20,78,1.1,7.9,1019.5,2.78,0
2016/11/10,16.8,79,1.7,5.8,1020.1,4.55,0
2016/11/11,19.5,79,0,4.2,1018.8,7.37,0.1
2016/11/12,23.1,83,0.3,8.5,1017.9,12.35,4.1
2016/11/13,24.4,84,0,6.5,1016.9,10.69,3.5
2016/11/14,24.9,84,0,4.4,1015.4,17.07,9
2016/11/15,25.9,79,0,4.6,1015.8,17.09,9.7
2016/11/16,23.9,81,0,7.5,1017.2,8.96,3.8
2016/11/17,24.5,77,0,7.4,1016.6,16.94,9
2016/11/18,24.4,82,0,8.1,1014.2,9.52,1.5
2016/11/19,25.5,76,2,10.7,1013.1,14.82,5.4
2016/11/20,25.2,78,0,12.8,1012.9,8,2
2016/11/21,24.1,85,0.4,12.3,1012.9,4.37,0.4
2016/11/22,22.2,95,36,10.3,1013.3,2.67,0
2016/11/23,19.9,91,25.3,10.7,1016.2,2.25,0
2016/11/24,16.6,71,0,9.3,1018.6,10.49,3.1
2016/11/25,19.5,76,0.1,5,1016.4,10.26,2.9
2016/11/26,17,86,53.1,6.2,1015.9,3.32,0
2016/11/27,16.1,76,9.2,6.4,1016.9,13.2,5.6
2016/11/28,18.1,61,0,7.3,1020.9,16.98,8.9
2016/11/29,19,60,0,6.6,1022.3,5.27,1.3
2016/11/30,19.8,57,0,8.8,1022.3,16.17,8.5
2016/12/1,19.7,60,0,5.3,1022.1,16.08,9.3
2016/12/2,20.3,71,0,5.8,1022.6,13.24,6.8
2016/12/3,21.1,75,0,5.1,1020.9,8.32,0.7
2016/12/4,22.2,77,0,2.8,1018.2,9.92,2.4
2016/12/5,23.2,78,0,3.2,1017.7,11.96,5
2016/12/6,20.6,46,0,12.6,1020.7,12,4.9
2016/12/7,19.7,55,0,5.1,1019.1,11.65,5.2
2016/12/8,19,54,0,7.1,1016.5,15.97,9.3
2016/12/9,19.4,59,0,7.7,1015.4,16.59,9.5
2016/12/10,20.8,68,0,8.7,1016.4,15.9,8.8
2016/12/11,20,74,0,14.8,1016.6,15.59,8.3
2016/12/12,21,75,0,8.3,1015.1,15.18,7.2
2016/12/13,23,71,0,3.1,1014.5,15.13,8.8
2016/12/14,21,59,0,8.4,1018.2,11.48,3.8
2016/12/15,17.2,57,0,11.2,1022.6,12.56,5.6
2016/12/16,14.6,53,0,9.4,1025.5,15.69,9.3
2016/12/17,16,64,0,8.5,1023.2,8.23,2.1
2016/12/18,19,73,0,8.1,1021.6,13.56,7.3
2016/12/19,20.3,69,0,10.1,1018.5,16.41,9.3
2016/12/20,21.2,78,0,9.5,1017.3,10.93,2.7
2016/12/21,21.5,87,6.8,9.9,1016.8,3.7,0.2
2016/12/22,22.7,57,0,8.8,1016.8,14.64,7.1
2016/12/23,19.8,71,0.1,8,1019,11.36,4.1
2016/12/24,17.5,74,4.7,11.1,1019.2,3.98,0
2016/12/25,19,81,0,11.2,1018.4,5.93,1.3
2016/12/26,21.2,79,0,6.7,1017,14.09,7.1
2016/12/27,15.9,55,0,14.1,1020.4,16.89,9.4
2016/12/28,13.3,54,0,10.6,1023,8.34,0.4
2016/12/29,15.3,46,0,10.6,1024.1,11.93,3.7
2016/12/30,16.1,52,0,6.5,1024.2,6.98,0.2
2016/12/31,18.1,71,0,8,1022.8,15.48,8.4
2017/1/1,19,78,0,11.5,1021.7,12.07,4.6
2017/1/2,20.1,79,0,5.2,1020.2,16.53,9.3
2017/1/3,19.5,82,0,8.3,1019.8,8.57,3.8
2017/1/4,19.7,78,0,10.7,1018.7,13.64,6.3
2017/1/5,20.8,79,0,4.1,1016.9,8.29,1.7
2017/1/6,21.4,78,0,10.1,1015.1,16.28,9.1
2017/1/7,21,78,0,10.7,1013.9,15.62,7.3
2017/1/8,22.3,74,0,2.6,1013.4,14.42,8.2
2017/1/9,19.9,78,0,8.2,1016.3,8.17,3.1
2017/1/10,19,78,0,12.8,1018.1,12.79,5.9
2017/1/11,18.6,79,0,11.5,1018.1,7.4,1.7
2017/1/12,18.3,80,0,7.6,1015.5,2.73,0
2017/1/13,15.1,83,0.6,4.5,1015.7,2.65,0
2017/1/14,15.1,86,1.4,8.1,1017.9,3.86,0
2017/1/15,14.8,83,2.6,7.7,1020.5,3.81,0
2017/1/16,15.6,79,0.5,9.8,1020.4,7.86,1.5
2017/1/17,17.3,76,0,9.4,1021.1,9.9,1.9
2017/1/18,18.6,85,0,3.6,1021.2,4.03,0
2017/1/19,20.3,84,0,4.2,1020.1,15.47,6.9
2017/1/20,17.8,64,0,7.8,1022.4,17.29,9.7
2017/1/21,16.4,63,0,5.6,1025.3,15.79,8.1
2017/1/22,16.1,51,0,5.9,1026.1,17.67,9.8
2017/1/23,16.2,67,0,8.9,1025.7,15.8,8.3
2017/1/24,16.6,70,0,13.4,1025.4,14.64,7.1
2017/1/25,17.2,75,0,10.3,1025.5,17.33,9.8
2017/1/26,16.7,73,0,8.3,1024.3,17.29,9.1
2017/1/27,17,66,0,5.7,1022.6,19.16,10
2017/1/28,16.8,77,0.3,10.8,1018.6,7.26,0.7
2017/1/29,19,87,2.4,9.2,1016.6,7.75,0.6
2017/1/30,20,88,1.1,5.1,1018.2,6.82,0.6
2017/1/31,16,87,1.1,8,1020.2,3.29,0
2017/2/1,18.2,78,0,6.3,1021.3,15.56,6.5
2017/2/2,16.1,84,0.3,11.7,1022.7,3.6,0
2017/2/3,16.6,75,0,9,1020.3,9.7,0.4
2017/2/4,17.9,76,1.6,9.6,1016,15.26,6
2017/2/5,18.9,81,3.4,5.4,1013.9,12.97,4.4
2017/2/6,17.8,79,0,14.8,1015.7,14.7,5.6
2017/2/7,16.3,72,0,19.3,1016.9,11.23,2.9
2017/2/8,17.3,77,0,10.5,1016.6,10.01,1.2
2017/2/9,13.1,50,0,12.3,1020.2,15.05,6.2
2017/2/10,11.9,49,0,8.9,1023.3,9.42,0.4
2017/2/11,13.2,52,0,6.6,1026.3,18.74,10
2017/2/12,14.3,63,0,6.5,1026.7,18.72,10
2017/2/13,15.4,62,0,8.1,1027.1,20.34,10.5
2017/2/14,17,57,0,12.8,1028.2,20.77,10
2017/2/15,16.7,58,0,11.5,1026.1,21,10.6
2017/2/16,18.1,68,0,4.7,1021.6,20.46,10.6
2017/2/17,19.7,74,0,1.7,1020.6,20.23,10.5
2017/2/18,19.3,75,0,7.3,1021.2,20.41,10.3
2017/2/19,17.4,81,0.8,8.8,1018,5.78,0
2017/2/20,20.9,83,0,4.5,1013.9,16.64,5.5
2017/2/21,17.9,90,5.2,15.5,1017.1,5.55,0.2
2017/2/22,18.8,90,8.3,10.9,1015.3,10.01,0.9
2017/2/23,17.7,86,0.1,5.9,1017.4,3.91,0
2017/2/24,11.8,80,0,7.1,1022.1,2.14,0
2017/2/25,11.3,83,1.2,5,1020.9,3.28,0
2017/2/26,13.5,75,1,4.5,1021.2,9.21,0.6
2017/2/27,16.7,62,0,10.1,1022.5,17.63,7.1
2017/2/28,17,59,0,11.8,1020.6,20.49,9.5
2017/3/1,18.7,63,0,4,1019.5,13.79,4.2
2017/3/2,18.9,39,0,9.7,1019.2,21.54,10.6
2017/3/3,16.6,64,0,12,1017,18.13,7.6
2017/3/4,18.3,71,0,12.8,1014.1,16.28,6.5
2017/3/5,20.5,82,0,6.2,1012.4,11.11,1.9
2017/3/6,20,79,0,5.8,1013.7,10.67,2.1
2017/3/7,17.4,74,0,12.1,1016.5,10.93,2.9
2017/3/8,15.6,83,3.4,6.1,1017.5,3.64,0
2017/3/9,16.5,72,0.1,12.2,1015.7,6.43,0.8
2017/3/10,17.5,90,0.1,14.4,1012.5,6.32,0.8
2017/3/11,17.2,88,0,16.3,1015.1,4.57,0
2017/3/12,18.3,90,1,12.1,1014.3,7.05,0
2017/3/13,21.8,90,0,4.8,1011.8,11.59,2.1
2017/3/14,18.7,94,5.1,8.5,1015.8,3.23,0
2017/3/15,16.4,74,0,15.1,1018.2,10.11,1.4
2017/3/16,17.5,76,0,11.8,1016.4,8.71,0.5
2017/3/17,17.9,86,0,12.4,1017.2,8.55,1
2017/3/18,17.5,92,0.2,13.3,1017.8,6.93,0
2017/3/19,***,***,***,***,1017.3,3.2,0
2017/3/20,23.6,80,0,5.8,1015.1,22.04,8.5
2017/3/21,22.6,84,0.4,8.1,1015,22.78,10.4
2017/3/22,18.3,88,0.9,14.1,1014.1,3.91,0
2017/3/23,21,82,0,8.5,1015,14.57,4
2017/3/24,20.4,83,0,12.6,1016.3,14.94,3.4
2017/3/25,19.6,82,0,8.3,1017.2,6.92,0.9
2017/3/26,15,72,1.2,8,1022,4.77,0.1
2017/3/27,18.8,48,0,10.6,1022.7,16.35,4.3
2017/3/28,20.2,69,0,11.9,1019.2,22.12,9.4
2017/3/29,21.4,84,0.5,10.8,1018.3,8.68,0.7
2017/3/30,21.7,89,0,11.2,1017.3,8.71,0.4
2017/3/31,19.9,88,19.1,6.5,1015.3,3.34,0.7
2017/4/1,18.1,66,0,9.8,1019.9,25.74,10.1
2017/4/2,19.3,60,0,9.9,1021.5,26.48,10.9
2017/4/3,20.1,65,0,11.3,1020.8,24.28,10.6
2017/4/4,21.3,77,0,10.7,1018.4,23.93,9.9
2017/4/5,22.9,81,0,7.5,1014.8,20.5,6.5
2017/4/6,23.1,88,0.4,6.3,1012.5,7.51,0
2017/4/7,24.3,84,0,4.4,1012.4,16.61,5.1
2017/4/8,24.6,86,0,5,1012.2,11.69,2.2
2017/4/9,25.6,84,0,7.9,1009.4,12.4,2.3
2017/4/10,26.7,82,0,10.8,1006.6,4.77,0.2
2017/4/11,25.8,91,1.2,4.8,1007.7,4.27,0
2017/4/12,20.2,86,23.9,7.5,1013.2,3.78,0.2
2017/4/13,19.5,76,0,6,1017.4,6.37,0
2017/4/14,21.6,76,0,7.5,1015.2,15.57,4
2017/4/15,23.5,85,0,7.8,1013.5,17.01,4.9
2017/4/16,25.2,82,0,7.5,1013.3,21.39,7.5
2017/4/17,25.5,80,0,6.4,1010.9,24.31,8.8
2017/4/18,26.3,80,0,6.8,1008.9,22.61,10.5
2017/4/19,26.5,79,0,8.6,1009.1,24.74,10.5
2017/4/20,25.7,87,3.7,6,1009.8,6.58,1.2
2017/4/21,25.9,87,11.7,8.8,1008.1,5.42,0.6
2017/4/22,20.1,73,7.1,5.3,1012.9,4.96,0.1
2017/4/23,20.3,80,1.8,5.3,1014.8,4.15,0
2017/4/24,21.2,82,0,10.8,1014.3,7.47,0.1
2017/4/25,21.5,92,11.3,12.8,1012.4,3.19,0
2017/4/26,23.8,94,3.6,6.4,1010.9,10.4,1
2017/4/27,22.1,84,11.1,7.1,1012.5,4.32,0.1
2017/4/28,21.3,71,0,5.9,1015.2,16.03,2.3
2017/4/29,22.3,75,0,3.2,1014.4,22.61,9.9
2017/4/30,23.4,76,0,5.3,1013.3,23.9,10.8
2017/5/1,24.4,81,0,7,1012.6,18.64,7.5
2017/5/2,25.9,85,0,5.9,1011.9,11.56,2.4
2017/5/3,27.3,82,0,6.7,1011.4,16.23,3.9
2017/5/4,24.6,91,47.5,4.8,1011.9,3.92,0.2
2017/5/5,25.9,81,0,4,1013.7,17.22,5.4
2017/5/6,27.4,77,0,6.3,1014.8,16.8,7.1
2017/5/7,25.3,84,0.5,12.6,1014.6,10.44,2.5
2017/5/8,25.6,84,14.3,10.5,1012,18.22,5.3
2017/5/9,25.7,82,10.8,5.5,1012.4,19.24,6.8
2017/5/10,27,80,0,6.1,1013.8,11,1.3
2017/5/11,27,81,0,9.1,1013.8,20.01,6.4
2017/5/12,27.5,75,0,7.1,1010.9,19.67,5.6
2017/5/13,25.6,80,4.5,4.8,1010.2,6.34,0
2017/5/14,26.4,84,0,5.3,1010.4,14.26,3.1
2017/5/15,25.1,93,47.1,6.1,1008.7,4.85,0.1
2017/5/16,24.7,83,4.7,7.3,1007.6,8.9,1
2017/5/17,25.7,76,0,7.8,1009.7,22.86,9
2017/5/18,25.1,72,0.1,10,1012,13.69,1.4
2017/5/19,24.2,79,0.9,10.1,1011,7.76,0.1
2017/5/20,23.5,88,0.6,8.9,1008.7,5.38,0
2017/5/21,23.8,89,1.4,13.6,1007.7,5.65,0.1
2017/5/22,24.4,92,7.8,12,1008.1,4.61,0.1
2017/5/23,26.3,91,4.7,8.9,1007.8,17.11,4.8
2017/5/24,25,95,301.4,6.4,1006.8,1.79,0
2017/5/25,25.6,75,0,4.4,1008.7,12.21,3.4
2017/5/26,24.8,73,0,4.5,1010.2,9.4,0.1
2017/5/27,25.7,62,0,8.7,1010,23.58,7.5
2017/5/28,26.3,66,0,11.2,1009.6,26.79,11.5
2017/5/29,26,73,0,11.8,1009.9,26.64,10.5
